reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000000694,PLT-0048,INV-041,SENS-3948,irradiance,2024-12-09T09:29:35,777.593008,W/m2,685.39,27.62,21.57,0.247,42.509,829.092,313.626,563.691,392.345,96.80,0.7608,10.81,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000695,PLT-0007,INV-042,SENS-4775,irradiance,2024-12-09T09:18:26,551.092178,W/m2,945.83,28.49,26.58,0.390,24.256,963.774,425.945,682.750,334.715,94.73,0.7730,37.16,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000000696,PLT-0090,INV-038,SENS-7532,voltage,2024-12-09T09:37:52,751.216631,V,697.38,32.23,22.13,0.247,44.939,889.704,292.334,595.404,300.930,94.91,0.7762,15.18,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000697,PLT-0039,INV-015,SENS-1604,tracking_angle,2024-12-09T09:14:57,478.170332,degrees,899.05,50.82,19.31,0.140,28.847,964.057,152.522,596.775,345.427,95.34,0.7777,14.38,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000698,PLT-0083,INV-017,SENS-6740,tracking_angle,2024-12-09T09:44:15,243.462243,degrees,974.93,48.16,17.48,0.232,2.636,648.999,376.362,595.514,299.431,94.30,0.8468,20.56,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000699,PLT-0024,INV-019,SENS-2860,current,2024-12-09T09:37:24,667.212763,A,763.32,30.06,16.79,0.116,12.903,601.908,202.194,542.565,322.830,94.29,0.7826,12.61,BAD,FAULT,2025-12-09T14:25:05
SR-0000000700,PLT-0094,INV-042,SENS-6687,current,2024-12-09T09:39:00,495.696408,A,693.01,43.06,19.01,0.120,43.586,731.461,172.007,649.137,244.233,95.83,0.8481,-38.88,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000701,PLT-0060,INV-010,SENS-3365,temperature,2024-12-09T09:37:30,99.501652,C,849.81,43.33,28.25,0.353,6.715,761.739,487.762,618.850,261.962,94.85,0.8268,-42.25,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000702,PLT-0039,INV-024,SENS-3470,voltage,2024-12-09T09:11:03,189.767507,V,883.37,28.64,26.79,0.089,27.487,791.133,118.835,537.909,236.717,95.37,0.7824,-4.59,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000703,PLT-0088,INV-044,SENS-9061,voltage,2024-12-09T09:00:36,783.599819,V,632.86,33.18,26.21,0.249,35.286,734.619,357.149,490.355,202.228,96.77,0.8184,-30.72,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000704,PLT-0038,INV-050,SENS-9313,voltage,2024-12-09T09:05:33,133.904280,V,623.31,27.44,25.81,0.399,30.472,931.632,450.634,619.039,283.018,97.46,0.8020,9.07,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000705,PLT-0037,INV-044,SENS-1359,tracking_angle,2024-12-09T09:34:11,667.998651,degrees,647.52,38.46,23.19,0.121,19.965,919.726,138.604,504.887,105.606,96.93,0.8049,-35.16,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000706,PLT-0010,INV-033,SENS-7352,current,2024-12-09T09:05:53,284.027584,A,720.31,41.92,27.71,0.211,23.310,782.139,283.322,631.279,364.101,94.37,0.7736,21.30,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000707,PLT-0012,INV-048,SENS-7719,power,2024-12-09T09:17:58,487.418610,MW,961.24,34.19,22.20,0.229,9.221,865.307,278.360,563.666,374.405,97.56,0.7662,-7.11,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000708,PLT-0042,INV-033,SENS-2854,irradiance,2024-12-09T09:03:46,856.960879,W/m2,702.13,51.42,24.75,0.204,27.573,842.118,255.159,667.043,339.835,95.14,0.8312,25.21,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000709,PLT-0064,INV-001,SENS-5458,current,2024-12-09T09:22:11,649.018794,A,985.05,36.86,15.19,0.195,10.875,908.121,226.285,508.754,324.676,95.87,0.7985,-6.06,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000710,PLT-0098,INV-032,SENS-2342,voltage,2024-12-09T09:34:02,710.907537,V,796.02,32.70,26.33,0.162,10.810,964.697,176.251,630.400,198.147,96.70,0.8061,-9.18,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000711,PLT-0031,INV-008,SENS-7379,irradiance,2024-12-09T09:34:12,499.844851,W/m2,911.56,51.29,17.83,0.331,25.315,817.157,426.549,671.588,389.391,96.50,0.7944,-43.67,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000712,PLT-0050,INV-049,SENS-5828,current,2024-12-09T09:05:52,853.265783,A,852.66,37.33,20.58,0.201,5.288,842.839,250.737,520.630,315.671,97.34,0.7807,-6.66,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000713,PLT-0011,INV-012,SENS-1894,irradiance,2024-12-09T09:30:05,593.167405,W/m2,749.72,34.53,24.39,0.157,38.085,775.302,212.981,603.247,127.634,97.18,0.8298,-23.30,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000714,PLT-0006,INV-045,SENS-9945,temperature,2024-12-09T09:07:54,976.925563,C,799.13,54.05,25.01,0.371,5.426,893.775,436.544,564.096,166.816,97.53,0.8135,-43.52,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000715,PLT-0093,INV-015,SENS-5789,irradiance,2024-12-09T09:53:15,405.980746,W/m2,776.12,36.45,17.07,0.157,27.561,695.096,237.220,558.244,291.567,95.96,0.7760,41.12,BAD,FAULT,2025-12-09T14:25:05
SR-0000000716,PLT-0060,INV-030,SENS-1053,irradiance,2024-12-09T09:25:50,435.411448,W/m2,857.21,45.30,22.88,0.126,34.880,602.488,220.386,655.674,202.176,96.62,0.8091,21.68,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000717,PLT-0090,INV-049,SENS-3437,temperature,2024-12-09T09:53:57,588.986430,C,630.35,28.02,29.94,0.178,27.942,767.855,243.467,633.977,149.916,96.98,0.8060,-9.10,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000718,PLT-0081,INV-045,SENS-7918,tracking_angle,2024-12-09T09:01:15,97.360846,degrees,731.94,38.11,27.16,0.156,11.581,789.256,208.475,596.420,158.514,97.26,0.8029,-37.08,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000719,PLT-0066,INV-029,SENS-3748,irradiance,2024-12-09T09:28:28,934.587354,W/m2,633.09,40.33,23.43,0.211,22.264,615.326,361.185,684.849,306.684,95.70,0.8320,25.52,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000720,PLT-0080,INV-049,SENS-6229,tracking_angle,2024-12-09T09:16:35,581.554959,degrees,651.06,31.10,17.11,0.365,25.691,778.481,493.918,651.045,245.147,95.43,0.7814,-36.53,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000721,PLT-0022,INV-040,SENS-5012,power,2024-12-09T09:32:56,377.997557,MW,813.07,50.15,15.91,0.248,22.371,670.034,389.727,600.575,119.858,94.31,0.7841,-12.98,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000722,PLT-0021,INV-010,SENS-1585,current,2024-12-09T09:54:53,626.155828,A,810.70,52.99,29.73,0.262,3.907,755.357,365.258,683.669,352.582,97.95,0.7778,-10.18,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000723,PLT-0019,INV-038,SENS-3490,voltage,2024-12-09T09:36:27,179.635506,V,684.69,33.86,17.26,0.407,2.273,930.163,460.880,539.417,307.512,94.80,0.8134,-17.85,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000724,PLT-0042,INV-007,SENS-5704,tracking_angle,2024-12-09T09:12:24,610.403324,degrees,820.94,49.82,25.35,0.123,24.665,709.456,182.202,689.234,145.372,95.08,0.8449,-33.13,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000000725,PLT-0072,INV-046,SENS-4751,current,2024-12-09T09:23:10,431.599161,A,837.15,44.67,25.08,0.132,37.335,605.281,229.901,567.243,303.597,97.12,0.7661,-21.00,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000726,PLT-0095,INV-043,SENS-1841,temperature,2024-12-09T09:49:57,542.798884,C,703.01,30.16,21.07,0.351,13.942,823.577,448.098,642.246,146.852,95.84,0.7549,-7.27,BAD,FAULT,2025-12-09T14:25:05
SR-0000000727,PLT-0055,INV-008,SENS-4595,voltage,2024-12-09T09:49:00,623.457859,V,700.32,46.79,16.42,0.296,41.356,821.783,379.217,491.706,263.027,95.31,0.7748,-5.44,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000728,PLT-0002,INV-032,SENS-1664,irradiance,2024-12-09T09:45:37,684.027549,W/m2,703.85,41.26,24.30,0.410,30.473,969.633,445.053,553.421,193.415,97.14,0.7755,-2.26,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000729,PLT-0049,INV-016,SENS-5246,tracking_angle,2024-12-09T09:06:03,870.974725,degrees,802.96,30.42,20.70,0.219,19.929,968.067,238.428,556.771,199.711,94.07,0.8227,34.89,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000000730,PLT-0006,INV-033,SENS-3564,temperature,2024-12-09T09:43:15,521.372532,C,919.60,26.56,21.44,0.169,13.603,831.314,214.267,672.964,252.107,95.94,0.7801,26.73,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000731,PLT-0024,INV-027,SENS-2247,current,2024-12-09T09:18:56,294.066535,A,757.93,54.92,18.82,0.178,14.677,636.025,295.258,561.864,129.015,97.04,0.8218,-39.77,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000732,PLT-0079,INV-042,SENS-7101,current,2024-12-09T09:31:50,867.780358,A,730.40,50.28,27.92,0.334,28.913,749.533,468.872,519.583,275.052,94.16,0.8399,-19.04,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000733,PLT-0035,INV-033,SENS-4634,tracking_angle,2024-12-09T09:22:23,437.817107,degrees,637.24,50.28,27.48,0.278,42.175,886.747,330.155,531.289,239.791,96.63,0.8059,-13.70,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000734,PLT-0011,INV-006,SENS-7485,power,2024-12-09T09:43:42,527.617188,MW,655.45,25.65,17.30,0.245,24.346,637.508,404.030,542.855,214.038,94.52,0.8130,33.92,BAD,WARNING,2025-12-09T14:25:05
SR-0000000735,PLT-0031,INV-030,SENS-4153,temperature,2024-12-09T09:25:29,911.150940,C,981.53,31.32,29.80,0.291,33.786,886.556,345.130,560.623,342.667,97.13,0.7791,27.35,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000736,PLT-0047,INV-016,SENS-6624,current,2024-12-09T09:51:10,76.487917,A,741.70,32.53,24.62,0.163,46.706,835.902,205.136,501.443,197.195,96.40,0.7652,-17.22,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000737,PLT-0100,INV-016,SENS-4853,voltage,2024-12-09T09:01:49,308.420148,V,723.98,52.76,29.49,0.083,11.742,829.610,105.891,680.091,172.856,96.89,0.7501,30.86,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000738,PLT-0070,INV-026,SENS-7106,power,2024-12-09T09:37:56,385.656390,MW,714.57,54.08,19.06,0.243,3.666,637.344,401.447,627.332,113.944,95.36,0.8055,25.32,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000739,PLT-0057,INV-004,SENS-9220,tracking_angle,2024-12-09T09:42:26,480.364495,degrees,752.57,26.94,23.53,0.086,38.609,739.363,121.979,568.205,291.479,97.76,0.7689,23.02,BAD,FAULT,2025-12-09T14:25:05
SR-0000000740,PLT-0084,INV-018,SENS-6231,current,2024-12-09T09:07:11,131.963705,A,850.45,54.85,28.92,0.298,44.837,958.584,327.138,572.834,252.202,96.09,0.8373,33.16,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000741,PLT-0018,INV-042,SENS-6741,current,2024-12-09T09:28:47,340.347515,A,665.38,26.82,28.68,0.257,16.999,724.339,372.854,543.733,250.118,96.37,0.8229,-22.63,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000742,PLT-0082,INV-016,SENS-7993,current,2024-12-09T09:55:47,620.084771,A,646.19,45.80,26.43,0.094,46.105,899.112,109.507,581.700,339.909,95.69,0.7618,-18.45,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000743,PLT-0003,INV-046,SENS-2470,power,2024-12-09T09:25:16,308.201900,MW,782.29,26.31,16.76,0.210,0.919,657.860,336.799,517.406,382.444,95.69,0.8237,37.19,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000744,PLT-0039,INV-026,SENS-6011,temperature,2024-12-09T09:14:34,528.721406,C,729.66,50.94,21.60,0.348,49.883,828.036,442.452,673.093,145.999,95.79,0.8414,39.70,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000745,PLT-0065,INV-050,SENS-6568,voltage,2024-12-09T09:37:38,937.644553,V,647.53,33.71,27.28,0.137,44.353,983.602,147.113,676.220,196.503,96.44,0.8443,7.79,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000746,PLT-0033,INV-024,SENS-2903,tracking_angle,2024-12-09T09:32:58,80.544034,degrees,646.44,30.72,15.74,0.112,3.227,938.977,125.846,656.024,166.625,96.83,0.8185,-24.48,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000747,PLT-0022,INV-007,SENS-2490,tracking_angle,2024-12-09T09:45:54,925.184401,degrees,719.21,47.05,17.85,0.168,16.728,625.344,281.967,605.447,316.318,94.44,0.8296,44.23,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000748,PLT-0044,INV-030,SENS-9063,irradiance,2024-12-09T09:32:41,67.296776,W/m2,823.54,52.25,22.02,0.280,9.014,870.405,338.932,656.549,282.675,96.08,0.8303,30.51,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000749,PLT-0086,INV-001,SENS-6241,power,2024-12-09T09:51:58,249.236097,MW,982.10,39.53,15.41,0.397,44.099,985.766,423.615,590.477,194.831,97.86,0.7906,20.12,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000750,PLT-0032,INV-028,SENS-8726,current,2024-12-09T09:19:36,666.742052,A,919.01,53.13,17.46,0.337,20.683,832.211,426.220,660.476,279.468,95.47,0.7538,-10.57,BAD,WARNING,2025-12-09T14:25:05
SR-0000000751,PLT-0068,INV-008,SENS-3288,temperature,2024-12-09T09:43:41,639.610822,C,652.33,38.18,28.69,0.342,44.623,993.230,362.579,501.551,240.223,97.37,0.7916,22.36,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000752,PLT-0014,INV-034,SENS-6494,temperature,2024-12-09T09:47:10,94.086930,C,699.11,54.12,15.37,0.077,45.037,788.802,103.134,683.464,139.292,95.56,0.7524,10.66,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000753,PLT-0090,INV-043,SENS-2265,power,2024-12-09T09:22:55,950.167139,MW,648.37,54.87,24.32,0.105,4.563,915.065,121.323,631.804,183.976,98.00,0.8114,14.50,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000754,PLT-0038,INV-012,SENS-3247,temperature,2024-12-09T09:08:44,926.646493,C,774.45,40.90,24.75,0.118,12.792,758.524,164.432,666.316,218.248,94.68,0.7696,-1.78,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000755,PLT-0067,INV-026,SENS-4032,tracking_angle,2024-12-09T09:56:57,951.341850,degrees,821.58,41.18,18.23,0.141,34.559,885.744,167.717,603.822,371.863,96.67,0.8041,-19.81,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000756,PLT-0027,INV-030,SENS-1342,voltage,2024-12-09T09:56:12,19.329745,V,633.72,43.05,17.96,0.089,44.471,821.613,113.446,578.403,243.578,97.24,0.8164,32.41,BAD,FAULT,2025-12-09T14:25:05
SR-0000000757,PLT-0072,INV-031,SENS-3571,current,2024-12-09T09:59:44,309.527898,A,608.35,48.18,26.61,0.394,25.323,976.551,424.351,652.666,260.841,97.18,0.8426,-21.75,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000758,PLT-0016,INV-049,SENS-1189,tracking_angle,2024-12-09T09:06:00,808.285370,degrees,610.70,45.92,17.18,0.262,39.441,938.444,293.499,588.981,187.952,95.33,0.8042,6.37,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000759,PLT-0062,INV-039,SENS-7904,tracking_angle,2024-12-09T09:32:58,742.455397,degrees,955.23,33.07,18.89,0.136,10.320,689.287,207.585,685.020,218.206,94.91,0.8387,28.49,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000760,PLT-0056,INV-034,SENS-9299,irradiance,2024-12-09T09:10:58,216.029829,W/m2,987.91,25.99,25.78,0.260,45.348,631.891,432.783,555.600,377.045,95.70,0.8161,-0.67,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000761,PLT-0086,INV-015,SENS-5572,tracking_angle,2024-12-09T09:59:15,895.085179,degrees,716.26,25.44,25.03,0.205,26.304,823.429,261.854,613.651,264.986,95.29,0.7976,-33.86,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000762,PLT-0049,INV-040,SENS-2851,irradiance,2024-12-09T09:55:41,651.097259,W/m2,956.23,53.26,29.79,0.103,7.110,966.093,112.663,603.430,351.098,95.75,0.7704,-35.46,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000763,PLT-0042,INV-016,SENS-9603,voltage,2024-12-09T09:58:32,548.712769,V,952.11,32.63,23.78,0.132,18.651,753.681,184.679,560.616,188.849,97.33,0.7908,13.79,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000764,PLT-0051,INV-043,SENS-4717,tracking_angle,2024-12-09T09:35:58,647.560220,degrees,691.66,26.05,29.01,0.296,22.521,819.038,380.840,543.268,134.740,96.26,0.8461,-43.71,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000765,PLT-0060,INV-001,SENS-3453,current,2024-12-09T09:48:48,490.957481,A,628.62,51.77,26.88,0.178,21.147,743.082,251.451,549.356,140.142,95.53,0.7829,-31.60,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000766,PLT-0071,INV-006,SENS-1795,tracking_angle,2024-12-09T09:10:11,492.937660,degrees,719.77,45.86,22.93,0.119,20.181,673.723,185.917,622.519,111.773,97.81,0.7922,-20.25,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000767,PLT-0014,INV-008,SENS-4701,power,2024-12-09T09:44:12,189.850090,MW,756.01,47.18,26.67,0.093,43.133,844.762,116.271,634.755,209.542,94.32,0.8127,31.81,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000768,PLT-0093,INV-034,SENS-2611,voltage,2024-12-09T09:03:40,450.442353,V,623.89,36.58,20.95,0.345,9.404,742.919,489.428,560.150,203.177,94.31,0.7937,-0.67,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000769,PLT-0084,INV-012,SENS-5518,voltage,2024-12-09T09:38:51,137.532100,V,890.38,39.52,24.89,0.269,16.464,670.077,423.205,689.417,110.705,97.27,0.8416,-21.49,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000770,PLT-0048,INV-014,SENS-9663,temperature,2024-12-09T09:04:45,852.048800,C,846.15,47.35,25.58,0.134,39.066,682.148,206.317,498.898,133.799,97.58,0.8311,43.75,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000771,PLT-0039,INV-024,SENS-4006,power,2024-12-09T09:38:31,361.844450,MW,672.32,49.77,22.04,0.243,23.962,898.278,284.815,613.064,203.158,96.97,0.8067,-38.41,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000772,PLT-0041,INV-007,SENS-5976,power,2024-12-09T09:10:17,40.298295,MW,637.34,52.38,27.95,0.339,28.101,901.664,396.096,563.770,257.384,97.67,0.8041,-5.24,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000773,PLT-0094,INV-038,SENS-2065,temperature,2024-12-09T09:10:55,609.058971,C,841.47,42.06,21.13,0.339,48.575,914.775,389.858,672.551,216.658,97.57,0.7984,40.75,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000000774,PLT-0049,INV-039,SENS-6321,current,2024-12-09T09:25:36,363.612594,A,944.10,37.43,24.27,0.301,43.361,773.579,409.862,524.897,221.194,94.75,0.7589,-34.09,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000775,PLT-0049,INV-049,SENS-8542,power,2024-12-09T09:50:45,875.352598,MW,643.59,42.36,17.25,0.435,39.235,962.880,475.487,644.441,356.996,96.22,0.8154,-9.99,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000776,PLT-0014,INV-050,SENS-6939,voltage,2024-12-09T09:00:16,219.556484,V,745.81,42.06,26.51,0.185,23.785,728.390,267.066,608.442,348.464,97.15,0.8035,27.12,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000777,PLT-0051,INV-026,SENS-4801,temperature,2024-12-09T09:02:19,656.056043,C,951.39,51.07,19.35,0.214,19.769,886.420,253.986,658.452,120.782,95.95,0.7715,8.82,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000778,PLT-0071,INV-024,SENS-2425,temperature,2024-12-09T09:20:59,417.805368,C,642.92,32.89,24.42,0.079,4.111,810.358,102.031,481.888,239.204,94.94,0.8303,22.96,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000779,PLT-0053,INV-024,SENS-6567,current,2024-12-09T09:03:44,648.434116,A,775.57,49.56,15.51,0.233,13.172,903.833,270.849,663.295,271.579,94.67,0.7798,15.65,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000780,PLT-0046,INV-018,SENS-1823,tracking_angle,2024-12-09T09:49:14,850.934577,degrees,948.15,49.48,18.43,0.292,0.047,933.042,329.641,527.063,373.330,96.30,0.7514,-10.94,BAD,FAULT,2025-12-09T14:25:05
SR-0000000781,PLT-0006,INV-034,SENS-7114,power,2024-12-09T09:10:00,174.036968,MW,603.85,34.09,29.39,0.128,18.536,613.860,218.989,482.268,150.896,95.47,0.7687,31.45,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000782,PLT-0026,INV-045,SENS-8623,voltage,2024-12-09T09:03:40,574.870833,V,804.12,31.40,20.77,0.213,42.958,742.577,301.251,686.620,197.912,94.47,0.7623,25.56,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000783,PLT-0096,INV-032,SENS-9240,current,2024-12-09T09:43:29,699.741438,A,748.14,50.07,15.77,0.153,31.725,616.494,262.042,489.370,230.879,94.75,0.7899,30.49,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000784,PLT-0026,INV-015,SENS-9041,power,2024-12-09T09:03:29,52.525627,MW,626.56,47.00,22.41,0.126,12.425,767.333,172.459,578.684,169.434,94.02,0.8209,33.07,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000785,PLT-0086,INV-007,SENS-8152,current,2024-12-09T09:52:51,63.736292,A,920.95,31.54,15.85,0.175,43.296,676.859,271.700,493.231,373.399,97.51,0.8286,-13.04,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000786,PLT-0089,INV-036,SENS-1820,current,2024-12-09T09:16:47,517.783710,A,822.44,39.74,16.91,0.160,41.208,753.197,223.372,585.786,325.233,95.72,0.7581,43.00,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000787,PLT-0091,INV-022,SENS-4342,power,2024-12-09T09:06:34,623.310870,MW,966.10,41.13,23.29,0.127,40.119,848.646,157.460,518.640,274.678,95.20,0.8070,36.09,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000000788,PLT-0090,INV-024,SENS-4929,tracking_angle,2024-12-09T09:45:00,489.057783,degrees,681.01,49.83,23.38,0.137,27.044,722.888,199.079,578.184,249.523,95.41,0.8043,-23.07,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000000789,PLT-0041,INV-042,SENS-5928,voltage,2024-12-09T09:55:20,465.866593,V,929.75,33.15,22.32,0.218,37.739,904.673,253.391,618.132,207.688,94.17,0.7829,25.76,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000790,PLT-0078,INV-031,SENS-3979,tracking_angle,2024-12-09T09:47:05,450.723768,degrees,906.38,47.81,22.00,0.120,24.858,928.678,135.907,680.749,382.978,94.18,0.7597,-38.15,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000000791,PLT-0096,INV-009,SENS-5847,temperature,2024-12-09T09:53:42,743.739528,C,677.73,51.79,22.14,0.187,16.106,621.741,317.289,558.568,171.925,95.51,0.8082,20.80,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000792,PLT-0040,INV-015,SENS-5441,current,2024-12-09T09:40:50,817.617602,A,934.42,31.27,17.34,0.241,43.740,820.656,308.914,598.927,203.009,94.40,0.7656,-2.21,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000793,PLT-0029,INV-029,SENS-6772,temperature,2024-12-09T09:20:54,506.595000,C,716.23,50.50,24.12,0.168,49.556,717.624,246.936,557.490,375.769,96.37,0.7902,-38.98,GOOD,FAULT,2025-12-09T14:25:05
SR-0000000794,PLT-0076,INV-045,SENS-3535,tracking_angle,2024-12-09T09:10:34,784.099376,degrees,944.45,50.76,25.55,0.168,31.353,815.863,216.816,588.242,179.231,96.95,0.7741,12.99,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000795,PLT-0088,INV-042,SENS-6534,irradiance,2024-12-09T09:07:36,468.363032,W/m2,778.41,45.92,23.78,0.234,41.101,679.215,363.308,651.862,347.941,96.99,0.8019,8.87,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000000796,PLT-0082,INV-020,SENS-2577,current,2024-12-09T09:17:58,696.181988,A,611.12,50.16,24.78,0.290,44.246,895.103,340.453,495.873,317.385,96.48,0.8339,-36.61,GOOD,WARNING,2025-12-09T14:25:05
SR-0000000797,PLT-0036,INV-022,SENS-2084,irradiance,2024-12-09T09:34:12,184.732930,W/m2,998.87,35.97,18.26,0.288,31.905,977.065,310.732,497.590,325.165,94.82,0.7680,34.53,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000000798,PLT-0063,INV-043,SENS-9515,voltage,2024-12-09T09:43:21,422.212121,V,935.91,38.12,26.38,0.436,15.527,944.671,485.843,554.522,395.247,94.59,0.8137,-14.54,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000000799,PLT-0074,INV-017,SENS-6980,tracking_angle,2024-12-09T09:22:16,814.181666,degrees,642.54,39.95,24.86,0.443,39.047,952.390,489.323,592.590,183.333,94.81,0.8265,-32.75,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000000800,PLT-0098,INV-025,SENS-3179,temperature,2024-12-09T09:27:59,779.884347,C,971.46,32.76,27.05,0.224,42.292,630.582,373.514,553.683,354.655,96.77,0.8047,-3.13,BAD,NORMAL,2025-12-09T14:25:05
SR-0000000801,PLT-0007,INV-048,SENS-8257,irradiance,2024-12-09T09:56:12,492.838382,W/m2,695.29,41.56,29.27,0.275,48.246,637.585,453.403,486.041,354.909,97.91,0.8218,20.30,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000000802,PLT-0083,INV-025,SENS-2547,power,2024-12-09T09:47:32,250.429526,MW,930.94,29.38,17.79,0.115,12.579,719.674,167.636,585.586,187.168,94.60,0.7598,-7.69,GOOD,NORMAL,2025-12-09T14:25:05
